taz,sum,max,min,mean,std,25p,50p,75p
515,152.9,4.5,0.0,0.91,0.78,0.25,0.75,1.4
516,155.25,3.75,0.0,0.92,0.72,0.4,0.75,1.4
517,440.0,10.75,0.0,2.62,2.3,0.8,1.75,4.0
518,126.3,5.0,0.0,0.75,0.74,0.2,0.55,1.05
519,1629.25,55.75,0.0,9.7,9.24,3.9,8.12,12.06
520,1348.85,38.25,0.0,8.03,7.13,2.95,7.1,10.42
521,2704.85,107.75,0.2,16.1,15.38,4.1,15.0,21.39
522,920.65,26.0,0.0,5.48,4.53,1.8,4.75,8.0
523,164.6,3.75,0.0,0.98,0.88,0.25,0.75,1.5
524,88.45,2.75,0.0,0.53,0.6,0.0,0.25,0.75
525,215.45,6.75,0.0,1.28,1.13,0.5,1.0,1.8
526,244.95,5.0,0.0,1.46,1.21,0.57,1.23,2.0
527,524.85,9.75,0.0,3.12,2.0,1.6,3.0,4.29
528,162.0,4.75,0.0,0.96,0.88,0.25,0.75,1.5
529,630.25,15.25,0.0,3.75,3.03,1.75,2.9,5.2
530,328.6,9.75,0.0,1.96,1.63,0.75,1.6,2.75
531,219.95,5.75,0.0,1.31,1.16,0.4,1.0,2.0
532,332.9,7.25,0.0,1.98,1.51,0.8,1.75,2.75
533,1397.95,23.75,0.0,8.32,5.65,4.0,7.32,11.81
534,1405.8,39.75,0.2,8.37,6.87,4.0,6.8,11.0
535,677.0,12.25,0.0,4.03,2.81,1.58,4.0,6.05
536,1080.3,20.5,0.0,6.43,4.46,2.58,6.0,9.06
537,1775.8,32.5,0.0,10.57,7.17,3.95,10.12,15.25
538,3492.9,76.0,0.25,20.79,15.81,6.44,21.25,28.15
539,958.45,17.25,0.4,5.71,3.2,2.75,6.22,7.85
540,1040.8,23.75,0.5,6.2,4.25,3.4,4.8,7.56
541,305.0,6.5,0.0,1.82,1.34,0.8,1.5,2.75
542,361.25,6.75,0.0,2.15,1.49,0.95,2.0,3.0
543,1737.55,28.5,0.0,10.34,7.26,3.62,9.6,15.19
544,904.2,18.25,0.0,5.38,3.99,1.8,5.32,7.5
545,399.85,12.0,0.0,2.38,2.21,0.71,1.55,3.8
546,481.45,10.0,0.0,2.87,2.25,1.15,2.33,4.2
547,168.45,6.5,0.0,1.0,1.0,0.25,0.75,1.29
548,222.95,4.0,0.0,1.33,0.96,0.6,1.1,1.8
549,174.6,4.5,0.0,1.04,0.8,0.5,0.8,1.5
550,166.45,4.5,0.0,0.99,0.82,0.4,0.8,1.5
551,211.5,5.5,0.0,1.26,1.01,0.48,1.0,1.8
552,339.4,7.25,0.0,2.02,1.54,0.8,1.6,3.0
553,625.3,11.0,0.0,3.72,2.64,1.6,3.25,5.52
554,393.25,9.0,0.0,2.34,2.21,0.6,1.5,3.81
555,647.7,12.0,0.0,3.86,2.74,1.75,3.25,5.75
556,957.4,17.6,0.25,5.7,3.62,2.75,4.8,8.05
557,2343.7,39.5,0.2,13.95,9.62,5.24,13.2,20.86
558,2409.35,76.0,0.0,14.34,12.52,5.28,12.5,18.5
559,714.2,73.75,0.0,4.25,9.72,0.69,2.0,3.75
560,2123.05,42.25,0.4,12.64,9.65,5.36,9.75,18.5
561,2520.2,47.0,0.8,15.0,11.26,6.62,11.2,21.28
562,412.55,9.75,0.0,2.46,1.97,0.8,2.0,3.64
563,1538.65,29.25,0.4,9.16,6.27,4.36,8.0,12.29
564,890.65,13.25,0.0,5.3,3.11,3.0,5.45,7.56
565,1618.7,40.0,0.2,9.64,8.12,4.24,7.22,12.64
566,1214.6,22.25,0.2,7.23,5.59,3.15,5.25,10.38
567,3540.6,66.5,2.2,21.08,14.16,11.0,17.77,27.81
568,2797.45,40.5,0.4,16.65,11.15,5.15,17.23,25.29
569,2961.5,44.5,0.8,17.63,11.22,7.05,18.62,26.06
570,3117.3,56.75,0.8,18.56,11.92,8.6,17.9,26.0
571,2863.75,57.25,0.0,17.05,13.27,4.47,15.75,25.85
572,1564.1,29.5,0.0,9.31,6.36,3.0,10.32,13.58
573,1747.15,28.5,0.0,10.4,7.85,2.79,9.78,16.29
574,264.4,6.25,0.0,1.57,1.41,0.4,1.1,2.5
575,950.4,19.5,0.0,5.66,4.37,2.4,4.5,8.43
576,314.4,5.6,0.0,1.87,1.3,0.8,1.55,2.64
577,191.7,4.75,0.0,1.14,0.99,0.4,0.8,1.6
578,1848.1,33.0,0.2,11.0,7.41,5.36,10.25,14.81
579,3722.3,61.25,1.6,22.16,13.5,12.7,20.1,29.0
580,645.65,13.5,0.0,3.84,3.16,1.25,3.25,5.2
581,233.35,5.5,0.0,1.39,1.14,0.6,1.25,1.8
582,1179.7,20.0,0.4,7.02,4.29,3.75,6.0,9.29
583,940.7,18.5,1.0,5.6,3.01,3.71,5.0,7.06
584,838.8,17.0,0.2,4.99,2.77,3.4,4.75,6.25
585,1197.1,16.75,0.25,7.13,3.83,4.25,6.78,10.06
586,1817.6,112.5,0.0,10.82,16.39,0.6,5.55,14.45
587,2053.5,35.75,1.0,12.22,7.21,7.48,11.0,16.34
588,1680.15,32.5,0.0,10.0,7.32,4.5,8.75,14.21
589,3931.1,201.75,1.0,23.4,28.77,8.15,16.0,25.42
590,2258.6,39.4,0.5,13.44,9.67,4.88,12.62,17.38
591,4755.95,105.0,0.8,28.31,22.7,7.94,24.72,40.56
592,2362.3,42.75,0.4,14.06,9.5,6.7,12.9,19.81
593,199.9,5.5,0.0,1.19,0.87,0.5,1.0,1.5
594,201.1,4.25,0.0,1.2,0.85,0.6,1.0,1.64
595,2646.85,52.75,0.4,15.76,11.78,6.71,13.55,21.38
596,1226.3,22.0,0.0,7.3,4.84,3.25,7.0,10.42
597,1885.5,44.5,0.2,11.22,7.89,5.5,10.5,14.25
598,911.65,15.0,0.0,5.43,3.34,2.71,5.75,7.52
599,4812.85,70.5,0.8,28.65,18.73,9.88,31.28,41.58
600,1048.35,23.4,0.2,6.24,4.2,3.19,5.5,8.25
601,1359.4,21.2,0.0,8.09,5.25,2.88,8.2,11.76
602,793.45,12.25,0.0,4.72,3.37,1.48,4.88,7.29
603,1217.5,23.25,0.25,7.25,4.33,4.0,6.68,9.81
604,2375.45,62.5,0.0,14.14,13.28,2.44,10.5,21.81
605,1646.55,34.25,0.0,9.8,8.16,1.94,7.68,15.6
606,772.65,15.75,0.0,4.6,3.59,1.4,4.25,7.0
607,602.7,12.5,0.0,3.59,2.92,1.2,3.0,5.64
608,5237.8,88.5,1.8,31.18,19.04,15.51,30.7,43.88
609,1160.2,17.5,0.0,6.91,4.38,3.0,7.0,10.42
610,2209.15,43.5,0.0,13.15,9.71,6.0,10.9,19.2
611,4030.2,87.25,2.8,23.99,17.34,11.95,17.68,33.05
612,242.65,5.25,0.0,1.44,1.2,0.6,1.2,2.0
613,234.95,6.25,0.0,1.4,1.08,0.6,1.25,1.85
614,1041.8,17.5,0.0,6.2,3.85,2.6,6.45,9.0
615,1906.9,30.25,0.8,11.35,6.3,6.57,11.9,15.0
616,275.05,7.0,0.0,1.64,1.38,0.57,1.32,2.25
617,273.35,5.5,0.0,1.63,1.19,0.6,1.5,2.42
618,2580.9,132.5,0.0,15.36,18.84,3.79,10.5,19.5
619,4927.25,120.5,0.2,29.33,25.74,7.4,24.12,44.06
620,2523.1,51.25,0.6,15.02,10.47,7.19,13.5,21.0
621,1759.35,28.75,0.6,10.47,6.25,5.94,10.1,14.5
622,2026.55,33.25,0.2,12.06,7.32,6.15,11.62,16.88
623,1425.0,22.0,0.0,8.48,5.47,3.79,8.25,12.25
624,728.2,14.0,0.0,4.33,2.93,2.15,3.8,6.0
625,183.25,3.75,0.0,1.09,0.81,0.5,1.0,1.52
626,2478.8,53.25,0.4,14.75,11.4,5.71,12.45,19.12
627,2674.2,71.5,0.75,15.92,13.34,7.51,12.78,18.5
628,2916.1,49.75,0.8,17.36,11.22,8.36,16.12,23.42
629,1239.7,22.75,0.0,7.38,5.14,3.25,6.9,10.25
630,1886.5,35.0,0.6,11.23,7.06,5.38,10.5,14.62
631,1720.0,26.5,0.4,10.24,6.0,5.75,9.75,13.75
632,1572.95,37.5,0.0,9.36,7.35,2.19,9.25,13.85
633,858.15,20.75,0.0,5.11,4.16,1.75,4.62,7.2
634,689.95,12.75,0.0,4.11,2.88,1.75,3.5,6.21
635,881.15,15.75,0.0,5.24,3.51,2.5,4.75,7.29
636,1258.1,21.5,0.0,7.49,4.99,3.79,6.62,10.45
637,792.9,15.25,0.0,4.72,3.35,2.2,3.9,7.0
638,1176.3,19.6,0.2,7.0,4.43,3.75,6.4,9.76
639,1355.8,25.5,0.0,8.07,5.41,4.0,7.25,10.0
640,2149.7,41.5,0.4,12.8,7.08,7.95,12.58,17.5
641,2941.3,50.75,0.2,17.51,11.99,6.95,17.02,24.75
642,4016.2,70.4,0.2,23.91,17.47,8.73,21.88,35.21
643,2388.85,42.75,0.2,14.22,10.34,4.19,13.6,22.45
644,4479.4,98.25,0.0,26.66,23.6,8.12,20.48,34.05
645,1675.6,28.75,0.2,9.97,6.84,3.5,10.0,14.75
646,1932.5,83.25,0.2,11.5,11.32,2.79,10.4,15.05
647,4718.3,100.25,1.6,28.09,19.32,13.35,26.4,37.29
648,3184.3,65.25,0.2,18.95,12.83,7.19,18.8,26.1
649,1982.1,61.5,0.0,11.8,12.52,2.24,8.9,16.05
650,1029.05,21.75,0.0,6.13,4.59,2.48,5.6,8.81
651,1565.05,22.25,0.2,9.32,5.72,4.36,9.32,13.34
652,1228.15,26.5,0.0,7.31,6.38,1.94,4.9,12.29
653,534.35,27.0,0.0,3.18,4.41,0.0,1.4,5.21
654,1313.1,21.25,0.0,7.82,5.75,3.48,6.65,12.05
655,2012.45,132.75,0.0,11.98,17.6,2.5,7.78,13.25
656,470.75,10.75,0.0,2.8,2.27,1.0,2.4,4.0
657,3271.6,60.75,0.2,19.47,14.85,9.5,15.8,27.44
658,2086.8,34.75,0.0,12.42,8.09,4.85,12.8,17.85
659,1849.55,28.6,0.4,11.01,6.65,5.71,9.75,16.29
660,399.75,6.6,0.0,2.38,1.52,1.0,2.25,3.4
661,937.25,19.0,0.0,5.58,4.13,2.25,4.9,7.0
662,958.5,15.75,0.2,5.71,3.17,3.5,5.75,8.0
663,2222.6,28.75,0.4,13.23,7.7,5.79,13.98,19.21
664,1522.15,28.25,0.0,9.06,6.05,3.36,9.5,12.85
665,2272.55,38.5,0.4,13.53,7.35,9.24,13.4,18.0
666,2116.4,37.2,0.4,12.6,8.33,6.71,11.9,17.56
667,3908.6,65.5,0.75,23.27,15.69,8.44,23.58,32.76
668,714.2,14.25,0.0,4.25,2.98,1.79,4.0,6.05
669,1744.35,35.75,0.2,10.38,6.82,5.44,9.8,13.62
670,1815.75,29.0,0.5,10.81,6.07,6.35,11.0,15.0
671,1544.65,27.25,0.2,9.19,6.34,4.25,8.12,12.42
672,3230.1,50.25,0.2,19.23,12.05,8.1,20.0,26.44
673,2981.4,46.0,0.4,17.75,10.18,9.4,18.65,25.0
674,321.85,6.0,0.0,1.92,1.38,0.79,1.75,2.75
675,433.35,10.5,0.0,2.58,1.91,1.36,2.25,3.31
676,591.0,9.75,0.0,3.52,2.15,1.8,3.25,5.0
677,619.7,14.0,0.0,3.69,2.63,1.5,3.1,5.5
678,1853.7,39.5,0.0,11.03,9.87,3.0,7.78,16.06
679,3507.8,44.75,0.6,20.88,11.73,10.58,21.35,30.15
680,1171.0,16.25,0.4,6.97,3.87,4.0,6.68,10.0
681,1404.4,27.5,0.2,8.36,6.04,4.24,7.1,10.64
682,1901.5,32.0,0.75,11.32,6.81,6.15,11.1,14.52
683,2982.55,44.75,1.2,17.75,10.26,9.57,17.25,24.75
684,4057.6,62.5,1.2,24.15,15.96,9.85,23.58,34.21
685,3422.8,60.0,0.4,20.37,12.67,8.57,22.0,28.44
686,791.7,14.5,0.0,4.71,2.8,2.58,4.75,6.4
687,961.85,16.0,0.0,5.73,3.38,3.0,5.9,8.0
688,665.45,24.0,0.0,3.96,4.52,0.79,2.5,5.29
689,802.95,13.75,0.4,4.78,2.82,2.58,4.4,6.8
690,5021.6,96.0,1.4,29.89,19.52,13.38,29.7,42.19
691,2553.8,56.0,0.4,15.2,11.41,6.65,14.55,21.81
