taz,sum,max,min,mean,std,25p,50p,75p
109,917.2,28.5,0.0,5.46,4.62,1.8,5.0,7.4
110,249.5,7.0,0.0,1.49,1.3,0.5,1.25,2.0
111,343.9,8.0,0.0,2.05,1.55,1.0,1.8,3.0
112,428.45,7.75,0.0,2.55,1.67,1.25,2.25,3.52
113,719.65,15.0,0.0,4.28,3.23,1.58,4.0,6.0
114,310.85,6.75,0.0,1.85,1.73,0.5,1.25,2.75
115,709.75,12.0,0.2,4.22,2.56,2.58,3.8,5.5
116,332.45,8.5,0.0,1.98,1.98,0.4,1.23,3.21
117,625.75,12.25,0.0,3.72,2.34,2.0,3.5,5.05
118,147.35,8.25,0.0,0.88,1.06,0.25,0.6,1.05
119,1137.8,21.25,0.2,6.77,4.94,2.75,5.75,10.21
120,614.0,10.5,0.0,3.65,2.54,1.58,3.25,5.52
121,268.55,5.0,0.0,1.6,1.04,0.95,1.5,2.05
122,409.65,7.25,0.0,2.44,1.59,1.24,2.25,3.25
123,764.45,11.5,0.0,4.55,2.84,2.24,4.25,6.75
124,2451.55,57.25,0.0,14.59,11.96,6.95,11.45,18.76
125,1225.15,21.5,0.0,7.29,5.34,2.95,6.2,10.91
126,702.5,15.0,0.0,4.18,3.39,1.5,3.0,6.05
127,1351.25,20.0,0.0,8.04,4.83,4.15,7.75,12.25
128,1585.4,22.5,0.2,9.44,5.57,5.2,8.75,13.0
129,1003.1,18.0,0.0,5.97,4.05,3.24,5.2,8.2
130,1185.3,18.5,0.2,7.06,4.08,4.0,6.5,9.75
131,230.85,4.75,0.0,1.37,1.14,0.48,1.2,2.0
132,311.55,7.25,0.0,1.85,1.4,0.75,1.5,2.75
133,828.85,12.4,0.2,4.93,3.0,2.6,4.55,6.75
134,867.55,14.75,0.0,5.16,3.08,2.95,4.6,7.0
135,1121.75,20.2,0.0,6.68,4.01,3.71,6.2,9.05
136,583.95,12.0,0.2,3.48,2.19,1.75,3.0,5.0
137,1181.6,22.0,0.0,7.03,5.26,3.0,5.9,9.75
138,1686.95,30.5,0.0,10.04,6.48,5.6,9.4,14.27
139,1330.05,22.0,0.2,7.92,5.47,3.79,7.2,11.0
140,1582.65,25.0,0.0,9.42,6.15,4.4,8.7,13.75
141,1191.4,20.0,0.0,7.09,4.41,3.6,6.5,9.5
142,1174.15,22.25,0.2,6.99,5.42,2.36,5.68,10.5
143,875.2,15.5,0.0,5.21,3.49,2.36,4.8,7.52
144,1563.55,24.25,0.0,9.31,6.19,4.25,8.45,13.29
145,283.05,7.0,0.0,1.68,1.48,0.5,1.25,2.6
146,1859.65,27.5,0.2,11.07,6.65,5.94,10.45,15.52
147,1012.2,14.5,0.0,6.02,3.92,2.75,5.6,9.05
148,1117.4,16.75,0.4,6.65,3.78,3.79,6.9,9.25
149,1042.05,16.75,0.0,6.2,3.97,3.0,5.8,8.5
150,1146.15,17.0,0.0,6.82,3.98,3.44,7.0,9.5
151,552.6,11.25,0.2,3.29,2.12,1.75,3.0,4.6
152,913.35,16.5,0.0,5.44,4.21,1.79,4.6,8.25
153,208.3,5.0,0.0,1.24,0.92,0.5,1.0,1.75
154,233.5,6.5,0.0,1.39,1.28,0.4,1.0,2.21
155,299.4,6.2,0.0,1.78,1.34,0.75,1.5,2.5
156,1164.55,23.75,0.2,6.93,5.05,3.2,5.55,10.05
157,4058.25,76.75,0.8,24.16,17.31,12.15,20.6,32.5
158,2727.2,40.25,0.25,16.23,9.58,8.8,14.9,22.45
159,519.85,10.5,0.0,3.09,2.57,1.15,2.4,4.56
160,317.25,6.75,0.0,1.89,1.44,0.75,1.5,2.75
161,733.85,13.75,0.0,4.37,3.22,1.79,3.75,6.4
162,535.35,12.25,0.0,3.19,2.61,1.0,2.68,4.5
163,257.35,6.0,0.0,1.53,1.24,0.6,1.25,2.25
164,983.6,21.0,0.0,5.85,4.23,2.55,5.12,8.81
165,1452.25,28.0,0.5,8.64,6.4,3.75,7.2,12.52
166,765.05,16.75,0.0,4.55,3.71,1.71,3.6,7.4
167,1503.45,28.25,0.2,8.95,6.8,3.71,6.55,14.31
168,783.3,13.75,0.2,4.66,3.0,2.48,4.25,6.0
169,552.4,11.0,0.0,3.29,2.18,1.5,3.0,4.6
170,1746.95,30.5,0.2,10.4,7.12,4.95,9.12,15.06
171,1480.75,24.25,0.25,8.81,5.87,4.35,8.22,12.05
172,198.1,5.25,0.0,1.18,0.99,0.5,1.0,1.75
173,743.95,13.75,0.0,4.43,3.64,1.36,3.45,6.81
174,197.95,5.25,0.0,1.18,0.99,0.5,1.0,1.4
175,185.8,4.0,0.0,1.11,0.83,0.5,1.0,1.6
176,5359.05,120.5,1.0,31.9,28.52,10.95,22.45,48.38
177,445.7,13.5,0.0,2.65,2.67,0.75,1.8,3.6
178,1272.35,23.5,0.25,7.57,6.08,2.94,5.25,11.64
179,783.5,14.0,0.2,4.66,3.76,1.79,3.62,7.0
180,490.5,13.0,0.0,2.92,2.38,1.0,2.5,4.0
181,641.5,13.25,0.0,3.82,3.17,1.36,3.0,5.64
182,237.9,4.5,0.0,1.42,1.04,0.5,1.25,2.0
183,3288.0,59.5,0.75,19.57,14.1,9.02,16.77,28.42
184,227.8,4.5,0.0,1.36,0.98,0.6,1.25,2.0
185,2883.8,60.5,0.2,17.17,14.17,7.94,12.55,23.62
186,2386.75,60.75,0.0,14.21,11.41,5.51,12.45,18.81
187,222.4,4.0,0.0,1.32,0.97,0.5,1.23,2.0
188,2903.6,69.75,0.5,17.28,13.85,7.36,14.0,23.85
189,2231.6,35.2,0.4,13.28,7.8,7.9,13.5,18.25
190,2431.65,43.5,0.25,14.47,9.83,7.4,12.25,20.75
191,3041.75,60.75,0.8,18.11,13.79,8.55,14.0,24.81
192,495.2,10.25,0.0,2.95,2.31,1.0,2.33,4.31
193,245.15,6.0,0.0,1.46,1.23,0.5,1.2,2.0
194,306.2,5.75,0.0,1.82,1.31,0.79,1.6,2.6
195,750.1,18.0,0.0,4.46,3.55,1.48,3.75,7.25
196,928.15,17.0,0.0,5.52,4.23,2.2,4.22,8.56
197,1751.3,30.0,0.0,10.42,7.25,4.75,10.0,15.25
198,290.7,7.75,0.0,1.73,1.39,0.6,1.45,2.5
199,944.75,19.5,0.0,5.62,4.1,2.48,4.6,8.25
200,765.75,13.75,0.0,4.56,3.01,2.24,3.78,6.29
201,2674.4,50.5,0.8,15.92,11.17,7.94,13.0,22.29
202,3867.85,85.5,1.0,23.02,16.8,11.75,17.5,33.06
203,1050.9,24.75,0.2,6.26,4.99,2.5,4.55,9.52
204,5603.95,104.5,0.6,33.36,24.98,16.15,25.5,48.97
205,2057.35,41.5,0.0,12.25,9.9,4.69,9.55,16.56
206,656.55,13.0,0.0,3.91,2.64,2.0,3.2,5.2
207,367.65,7.0,0.0,2.19,1.69,0.75,1.78,3.29
208,405.25,10.5,0.0,2.41,2.08,0.75,1.8,3.75
209,1464.35,23.6,0.0,8.72,5.77,3.5,8.2,12.8
210,345.0,10.0,0.0,2.05,1.92,0.6,1.5,3.0
211,533.6,9.75,0.0,3.18,2.12,1.5,2.8,4.76
212,2049.45,40.75,0.0,12.2,8.28,5.6,11.1,17.5
213,1205.8,20.5,0.0,7.18,4.54,4.0,6.5,10.0
214,2394.9,32.75,0.4,14.26,8.88,6.0,14.68,20.58
215,888.3,14.0,0.0,5.29,3.32,2.6,5.25,7.75
216,604.15,12.0,0.2,3.6,2.28,1.8,3.22,5.0
217,858.25,18.0,0.0,5.11,4.1,2.0,4.2,7.43
218,579.6,10.5,0.0,3.45,2.37,1.6,3.0,4.81
219,469.95,7.75,0.2,2.8,1.74,1.4,2.55,3.8
220,414.95,10.0,0.2,2.47,1.77,1.0,2.0,3.6
221,5531.55,128.0,1.2,32.93,27.25,15.45,24.02,42.85
222,1777.0,34.75,0.6,10.58,6.64,5.2,9.25,15.0
223,3675.35,68.0,1.4,21.88,15.45,9.75,19.12,29.06
224,3025.35,53.75,0.4,18.01,13.11,7.57,13.25,27.35
225,953.1,17.0,0.0,5.67,4.1,2.44,4.78,8.4
226,1800.8,39.2,0.25,10.72,7.38,6.15,9.75,13.52
227,1760.7,28.75,0.2,10.48,6.21,6.19,10.0,13.42
228,1184.65,16.75,0.0,7.05,4.18,3.9,7.0,9.75
229,775.3,15.75,0.0,4.61,3.65,1.75,3.75,7.0
230,1929.55,35.25,0.6,11.49,7.44,6.0,10.75,16.25
231,1431.5,24.75,0.25,8.52,5.85,3.79,7.32,12.56
232,2508.55,40.0,0.6,14.93,9.9,7.55,13.25,21.64
233,1306.25,21.5,0.0,7.78,5.13,3.94,7.0,11.29
234,1350.9,24.5,0.4,8.04,5.33,4.0,7.5,11.2
235,848.55,17.25,0.0,5.05,4.31,1.4,3.68,7.5
236,3591.9,92.5,0.8,21.38,18.87,9.73,15.6,28.56
237,1422.0,25.75,0.4,8.46,6.22,3.6,7.0,13.05
238,980.6,19.75,0.0,5.84,4.09,2.95,5.12,8.06
239,743.65,11.75,0.0,4.43,2.88,2.15,4.22,6.25
240,2654.45,50.0,0.2,15.8,12.24,6.3,12.75,24.52
241,2914.65,46.0,0.75,17.35,11.56,7.75,15.48,25.7
242,3967.05,62.25,1.25,23.61,14.28,12.5,22.75,32.88
243,1640.8,28.75,0.25,9.77,6.76,4.69,8.5,13.81
244,1490.15,24.25,0.2,8.87,5.55,4.75,8.25,13.0
245,2330.0,39.0,0.4,13.87,8.93,7.94,12.4,19.34
246,1927.1,37.75,0.2,11.47,8.81,5.15,8.5,16.81
247,2036.15,41.75,0.4,12.12,9.85,5.5,8.88,17.9
248,884.8,18.25,0.0,5.27,4.02,2.19,4.1,8.64
249,1432.35,26.5,0.2,8.53,5.98,4.0,7.22,11.75
250,441.85,8.25,0.0,2.63,1.79,1.24,2.25,3.75
251,616.4,11.0,0.0,3.67,2.46,1.8,3.0,5.0
252,711.6,12.0,0.0,4.24,2.39,2.5,4.6,5.75
253,777.1,13.5,0.0,4.63,2.74,2.6,4.0,6.29
254,1905.5,30.5,0.6,11.34,7.26,6.36,9.45,15.8
255,2442.4,40.5,1.0,14.54,10.02,7.75,11.25,19.45
256,1009.9,15.25,0.25,6.01,3.7,3.0,5.5,8.34
257,426.2,10.75,0.0,2.54,1.87,1.25,2.0,3.42
258,4514.9,78.0,2.2,26.87,18.18,14.05,22.0,36.91
259,4238.45,86.25,1.25,25.23,19.15,11.71,20.68,35.38
260,468.95,10.75,0.0,2.79,1.92,1.2,2.5,3.8
261,407.5,8.75,0.0,2.43,1.73,1.0,2.2,3.25
262,602.15,11.5,0.2,3.58,2.24,2.0,3.0,4.5
263,1108.75,21.0,0.2,6.6,4.26,3.25,5.8,8.76
264,821.15,16.25,0.2,4.89,3.51,2.24,4.22,6.4
265,3191.35,58.0,0.75,19.0,12.52,10.75,16.48,25.05
266,692.95,14.25,0.2,4.12,2.83,2.2,3.5,5.64
267,1328.1,23.75,0.0,7.91,5.24,3.79,7.4,11.25
268,2452.8,42.25,0.25,14.6,10.28,7.0,11.62,21.12
269,330.95,6.5,0.0,1.97,1.48,0.8,1.75,2.75
270,474.2,9.75,0.0,2.82,2.06,1.36,2.5,4.0
271,368.25,6.75,0.0,2.19,1.6,0.95,1.75,3.25
272,1863.2,37.25,0.2,11.09,8.21,5.15,8.75,14.94
273,567.95,11.25,0.0,3.38,2.55,1.6,2.6,5.06
274,551.4,11.0,0.0,3.28,2.36,1.48,2.78,4.76
275,2039.35,36.0,0.6,12.14,8.42,5.69,10.4,17.31
276,550.3,11.75,0.0,3.28,2.4,1.48,2.75,4.5
277,1163.35,17.0,0.4,6.92,3.96,3.75,7.2,9.75
278,1987.65,34.25,0.6,11.83,8.36,5.71,9.68,15.64
279,850.55,16.75,0.0,5.06,3.71,2.15,4.75,7.31
280,1478.15,25.0,0.2,8.8,6.45,3.8,7.0,12.2
281,1101.35,20.25,0.25,6.56,4.01,3.71,6.25,9.29
282,1044.1,20.0,0.25,6.21,4.36,2.75,4.75,8.85
283,1256.35,19.0,0.0,7.48,4.62,4.0,6.8,10.75
284,1550.85,27.0,0.6,9.23,6.4,4.24,7.25,13.0
285,1366.25,23.0,0.0,8.13,5.51,3.94,7.12,11.29
286,3449.85,93.75,0.75,20.53,16.21,7.9,18.62,27.42
287,1543.05,32.25,0.25,9.18,6.85,4.0,7.68,12.76
288,1451.05,21.5,0.4,8.64,5.38,4.0,7.55,12.05
289,994.4,16.0,0.0,5.92,3.58,2.95,6.0,8.0
290,1942.0,32.5,1.0,11.56,7.0,6.24,11.55,15.62
291,329.7,6.25,0.0,1.96,1.53,0.75,1.6,2.85
292,2084.2,38.75,0.5,12.41,9.17,6.19,10.5,17.05
293,510.65,8.5,0.0,3.04,1.99,1.36,3.0,4.25
294,435.95,8.5,0.0,2.59,1.93,1.0,2.0,3.8
295,446.05,12.5,0.0,2.66,2.15,1.0,2.0,3.8
296,3027.1,77.25,0.5,18.02,13.32,7.35,16.32,24.06
297,860.9,13.75,0.0,5.12,3.21,2.58,4.6,7.2
298,1245.75,19.25,0.75,7.42,3.68,4.8,7.25,9.25
299,2891.75,54.5,1.0,17.21,10.96,8.25,17.42,22.0
300,1491.0,29.75,0.5,8.88,6.14,3.95,7.75,12.52
301,1125.8,25.0,0.0,6.7,4.79,3.58,5.5,9.39
302,1577.35,26.25,0.6,9.39,5.11,6.0,8.5,12.38
303,4457.85,89.5,0.8,26.53,21.28,10.79,20.1,37.5
304,2242.75,35.75,1.0,13.35,8.03,7.15,12.5,17.05
305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,640.65,12.0,0.0,3.81,2.48,2.0,3.25,5.43
307,1075.75,18.75,0.5,6.4,4.31,3.0,5.6,9.21
308,1244.65,26.0,1.0,7.41,4.15,4.4,7.0,9.25
309,1706.3,32.25,0.5,10.16,7.03,5.35,8.78,13.85
310,2088.2,32.4,0.0,12.43,7.99,5.5,11.78,17.81
311,976.2,17.0,0.2,5.81,3.56,3.69,5.5,7.85
312,946.85,18.5,0.0,5.64,4.02,2.58,5.1,8.0
313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,818.05,17.25,0.2,4.87,3.61,2.0,4.0,7.06
315,983.05,18.5,0.25,5.85,4.0,2.75,5.0,8.43
316,659.05,12.0,0.0,3.92,2.82,1.58,3.68,5.6
317,1249.3,18.0,0.4,7.44,3.81,4.8,7.4,9.76
318,3044.3,47.25,1.25,18.12,11.35,10.6,16.68,24.06
319,4679.0,91.75,1.6,27.85,21.13,12.71,20.55,37.31
320,3388.1,48.0,0.4,20.17,12.26,11.05,19.68,30.05
321,3628.25,71.5,0.25,21.6,16.07,7.66,20.0,31.31
322,5680.7,108.0,3.0,33.81,22.89,18.5,29.0,41.55
323,1477.2,20.5,0.0,8.79,5.69,3.38,9.45,13.5
324,858.3,17.0,0.0,5.11,3.89,2.25,4.22,7.45
325,2998.45,47.5,0.5,17.85,10.92,9.0,18.38,25.05
326,2891.75,42.25,1.0,17.21,10.87,9.95,15.25,24.0
327,3614.8,61.5,0.6,21.52,14.54,11.36,17.7,29.38
328,1301.0,27.5,0.0,7.74,5.87,2.95,7.2,10.76
329,3004.25,47.25,1.0,17.88,10.99,10.69,17.0,25.95
330,5422.8,76.75,2.5,32.28,17.51,20.48,31.22,43.86
331,1532.05,23.4,0.0,9.12,5.89,3.0,9.68,13.42
332,2206.95,46.75,0.6,13.14,11.09,4.4,9.25,18.85
333,5277.9,93.8,1.2,31.42,24.89,12.09,23.88,46.84
334,7340.9,112.25,2.0,43.7,28.25,25.5,38.45,60.26
335,1433.9,21.5,0.0,8.54,5.56,3.6,8.25,12.45
336,4268.35,54.5,0.8,25.41,14.04,11.7,28.55,36.0
337,834.3,13.75,0.0,4.97,3.3,2.0,5.1,7.29
338,1914.95,28.75,0.5,11.4,6.51,6.19,11.75,16.0
339,5250.65,95.75,2.0,31.25,22.94,15.58,23.88,42.05
340,2213.55,31.5,0.2,13.18,8.16,5.8,14.25,18.8
341,1782.2,34.25,0.0,10.61,7.85,4.51,9.0,14.85
342,2966.95,50.0,0.8,17.66,12.29,8.05,14.42,24.45
343,4262.1,87.75,1.0,25.37,21.74,8.79,15.68,39.94
344,1868.9,42.5,0.2,11.12,10.4,2.8,7.22,18.88
345,2680.55,55.0,0.6,15.96,12.16,7.0,12.25,24.0
346,2614.9,42.25,0.4,15.56,10.39,7.15,14.88,23.25
347,3431.55,60.75,0.2,20.43,12.93,9.57,19.12,30.56
348,1426.9,30.25,0.25,8.49,6.73,3.6,6.32,12.76
349,1807.8,29.5,0.0,10.76,7.3,5.2,9.6,15.56
350,1774.2,30.0,0.0,10.56,6.75,5.15,10.0,14.6
351,2955.25,57.0,0.8,17.59,14.4,7.0,11.9,27.06
352,875.15,19.5,0.0,5.21,4.42,1.8,3.68,8.25
353,3512.65,53.75,1.6,20.91,13.13,11.88,19.0,27.68
354,1257.05,32.0,0.2,7.48,5.74,3.44,6.0,10.81
355,1651.0,33.75,0.0,9.83,7.85,3.58,6.8,15.54
356,979.9,14.5,0.0,5.83,3.77,2.6,5.8,8.75
357,4333.5,93.75,0.6,25.79,21.77,10.15,18.62,39.05
358,2758.45,51.0,0.2,16.42,12.61,6.48,12.32,24.64
359,3164.0,66.5,0.0,18.83,13.79,9.35,17.1,25.76
360,4392.9,85.5,0.5,26.15,19.45,13.06,21.78,34.76
361,1508.8,30.75,0.0,8.98,6.92,3.72,6.9,12.85
362,5133.0,89.0,1.6,30.55,20.29,16.17,27.0,43.44
363,2860.1,47.5,0.5,17.02,11.89,8.5,14.4,23.5
364,5331.5,99.75,1.2,31.74,23.84,12.75,24.75,47.5
365,1910.2,34.25,0.2,11.37,7.29,6.36,10.8,16.75
366,3018.25,47.5,1.2,17.97,11.68,9.71,14.25,26.7
367,6476.55,125.75,1.6,38.55,31.38,15.66,26.58,59.56
368,2542.15,64.25,0.0,15.13,14.92,4.57,8.5,23.44
369,3253.6,60.0,1.0,19.37,13.77,9.69,16.25,25.81
370,2884.8,49.5,0.6,17.17,12.88,7.79,12.88,26.85
371,1605.9,29.25,0.2,9.56,7.64,3.79,6.9,16.5
372,936.65,16.2,0.0,5.58,3.95,2.3,5.4,8.0
373,6026.6,175.75,1.2,35.87,36.11,10.94,21.25,50.4
374,1152.9,24.25,0.0,6.86,6.34,1.79,4.35,11.0
375,1390.45,29.75,0.0,8.28,6.8,3.2,5.8,13.06
376,3371.65,69.0,0.5,20.07,18.55,5.0,12.8,32.06
377,2204.5,41.0,0.0,13.12,9.86,4.71,11.1,18.86
378,2840.9,49.5,1.4,16.91,11.5,8.71,13.0,23.31
379,1498.8,24.5,0.0,8.92,6.36,4.0,7.58,13.25
380,2580.4,40.75,0.6,15.36,9.1,9.48,13.6,21.21
381,2202.75,44.5,0.0,13.11,9.95,4.75,11.45,19.21
382,2375.2,48.75,0.0,14.14,12.0,4.19,10.0,22.62
383,1758.6,28.75,0.2,10.47,7.26,4.71,8.9,16.0
384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,220.95,4.75,0.0,1.32,1.07,0.4,1.2,2.0
387,4.9,1.0,0.0,0.03,0.12,0.0,0.0,0.0
388,153.75,2.75,0.0,0.92,0.64,0.48,0.78,1.4
389,328.9,5.5,0.0,1.96,1.39,0.8,1.75,3.0
390,339.0,5.75,0.0,2.02,1.4,0.95,1.9,2.8
391,316.4,6.75,0.0,1.88,1.52,0.75,1.5,2.75
392,141.75,3.5,0.0,0.84,0.75,0.25,0.75,1.25
393,385.45,6.0,0.0,2.29,1.43,1.2,2.0,3.25
394,441.1,8.5,0.0,2.63,1.65,1.48,2.6,3.75
395,217.85,5.25,0.0,1.3,0.9,0.75,1.2,1.6
396,208.5,4.0,0.0,1.24,0.86,0.5,1.2,1.75
397,130.9,3.75,0.0,0.78,0.7,0.25,0.75,1.2
398,239.0,6.5,0.0,1.42,1.22,0.57,1.0,2.0
399,188.65,4.0,0.0,1.12,0.87,0.5,1.0,1.52
400,573.25,17.5,0.0,3.41,2.55,1.58,3.25,4.43
401,550.45,8.75,0.0,3.28,1.87,2.15,3.4,4.5
402,375.05,6.25,0.0,2.23,1.35,1.2,2.2,3.05
403,371.55,7.0,0.0,2.21,1.57,1.0,2.0,3.0
404,398.75,7.4,0.0,2.37,1.63,1.15,2.25,3.21
405,180.45,5.0,0.0,1.07,1.03,0.25,0.8,1.75
406,302.45,7.5,0.0,1.8,1.22,1.0,1.5,2.5
407,423.05,10.0,0.0,2.52,1.56,1.4,2.4,3.42
408,397.4,8.6,0.0,2.37,1.5,1.2,2.25,3.4
409,326.5,6.0,0.0,1.94,1.35,1.0,1.8,2.75
410,321.35,6.0,0.0,1.91,1.41,0.8,1.75,2.75
411,321.85,6.0,0.0,1.92,1.27,0.8,1.75,2.8
412,354.25,7.8,0.0,2.11,1.42,1.0,1.8,3.0
413,402.2,9.5,0.0,2.39,1.88,1.0,1.9,3.6
414,301.45,6.75,0.0,1.79,1.36,0.75,1.5,2.5
415,121.75,2.75,0.0,0.72,0.59,0.25,0.6,1.0
416,51.7,1.75,0.0,0.31,0.38,0.0,0.2,0.5
417,171.4,4.0,0.0,1.02,0.83,0.25,0.8,1.5
418,167.75,4.0,0.0,1.0,0.87,0.25,0.75,1.5
419,33.05,1.25,0.0,0.2,0.26,0.0,0.1,0.25
420,375.3,8.25,0.0,2.23,1.55,1.0,2.25,3.25
421,313.75,5.25,0.0,1.87,1.25,0.95,1.78,2.8
422,134.4,3.25,0.0,0.8,0.6,0.4,0.75,1.2
423,122.0,3.75,0.0,0.73,0.67,0.2,0.5,1.0
424,204.95,4.5,0.0,1.22,0.88,0.5,1.0,1.75
425,129.6,3.0,0.0,0.77,0.66,0.25,0.6,1.2
426,112.05,2.5,0.0,0.67,0.54,0.25,0.6,1.0
427,196.65,4.75,0.0,1.17,0.94,0.4,1.0,1.75
428,319.9,5.75,0.0,1.9,1.34,0.79,1.75,2.75
429,618.0,10.2,0.2,3.68,2.24,2.0,3.6,5.25
430,420.95,9.0,0.0,2.51,1.77,1.25,2.2,3.4
431,505.8,8.5,0.0,3.01,2.01,1.24,3.0,4.4
432,437.95,11.0,0.0,2.61,2.2,1.0,2.1,3.76
433,181.6,4.0,0.0,1.08,0.96,0.25,0.78,1.75
434,228.25,5.0,0.0,1.36,0.98,0.6,1.25,1.8
435,159.75,4.5,0.0,0.95,0.81,0.4,0.8,1.4
436,493.2,10.25,0.0,2.94,2.36,1.0,2.5,4.5
437,302.75,7.25,0.0,1.8,1.54,0.75,1.25,2.64
438,137.5,3.2,0.0,0.82,0.66,0.25,0.75,1.25
439,317.85,7.0,0.0,1.89,1.46,0.8,1.5,2.64
440,342.35,6.25,0.0,2.04,1.23,1.0,2.0,2.76
441,254.3,5.25,0.0,1.51,1.01,0.75,1.25,2.2
442,126.15,3.75,0.0,0.75,0.68,0.25,0.6,1.0
443,279.6,5.8,0.0,1.66,1.13,0.75,1.4,2.5
444,19.85,1.0,0.0,0.12,0.2,0.0,0.0,0.2
445,155.55,4.0,0.0,0.93,0.71,0.4,0.8,1.29
446,178.6,4.0,0.0,1.06,0.86,0.4,1.0,1.5
447,74.1,2.0,0.0,0.44,0.51,0.0,0.25,0.64
448,335.7,7.0,0.0,2.0,1.61,0.75,1.5,3.0
449,432.65,9.5,0.0,2.58,1.72,1.5,2.25,3.4
450,335.65,7.25,0.0,2.0,1.61,0.8,1.6,2.76
451,347.45,6.25,0.0,2.07,1.4,1.0,2.0,3.05
452,681.6,17.25,0.0,4.06,2.92,2.0,3.4,5.43
453,165.15,4.5,0.0,0.98,0.94,0.24,0.75,1.5
454,596.0,14.75,0.0,3.55,3.18,1.0,2.68,5.0
455,509.5,12.0,0.0,3.03,2.31,1.15,2.45,4.75
456,480.5,7.75,0.0,2.86,1.98,1.15,2.6,4.0
457,462.2,8.2,0.0,2.75,1.82,1.36,2.6,4.0
458,208.85,6.25,0.0,1.24,0.94,0.6,1.0,1.75
459,127.25,2.75,0.0,0.76,0.68,0.25,0.5,1.2
460,607.2,13.75,0.0,3.61,3.06,1.2,2.78,5.31
461,396.05,10.0,0.0,2.36,2.05,0.6,1.9,3.25
462,576.5,11.25,0.0,3.43,2.57,1.5,2.78,4.85
463,633.45,14.25,0.0,3.77,2.66,1.75,3.25,5.5
464,536.15,8.25,0.2,3.19,1.81,1.75,3.1,4.25
465,408.6,6.0,0.0,2.43,1.46,1.25,2.4,3.4
466,860.8,11.25,0.5,5.12,2.53,3.15,5.0,7.0
467,251.05,4.75,0.0,1.49,0.91,0.8,1.5,2.0
468,193.1,5.0,0.0,1.15,0.91,0.5,1.0,1.5
469,130.2,3.5,0.0,0.77,0.65,0.25,0.6,1.2
470,200.95,5.2,0.0,1.2,0.95,0.5,1.0,1.75
471,164.15,3.5,0.0,0.98,0.78,0.4,0.75,1.4
472,244.15,6.25,0.0,1.45,1.17,0.6,1.2,2.0
473,128.25,3.0,0.0,0.76,0.58,0.25,0.75,1.0
474,136.65,3.25,0.0,0.81,0.56,0.4,0.75,1.2
475,202.9,4.75,0.0,1.21,0.96,0.4,1.1,1.75
476,142.9,3.25,0.0,0.85,0.73,0.25,0.75,1.25
477,614.35,11.75,0.0,3.66,2.98,1.25,2.88,5.06
478,271.15,5.75,0.0,1.61,1.34,0.6,1.25,2.25
479,340.15,7.0,0.0,2.02,1.41,1.0,1.78,2.76
480,103.7,3.75,0.0,0.62,0.71,0.0,0.4,1.0
481,198.65,5.25,0.0,1.18,1.09,0.4,1.0,1.64
482,71.65,3.25,0.0,0.43,0.56,0.0,0.25,0.6
483,1035.25,24.75,0.0,6.16,4.81,2.36,5.4,8.0
484,539.2,12.25,0.0,3.21,2.05,1.75,3.0,4.43
485,481.6,12.25,0.0,2.87,1.98,1.24,2.68,4.0
486,500.7,12.25,0.2,2.98,1.88,1.58,2.55,3.8
487,202.95,5.4,0.0,1.21,1.05,0.25,1.0,2.0
488,299.15,4.8,0.0,1.78,1.13,0.8,1.6,2.5
489,431.75,6.5,0.0,2.57,1.54,1.25,2.6,3.52
490,299.8,7.5,0.0,1.78,1.47,0.6,1.5,2.64
491,995.3,22.5,0.0,5.92,4.61,1.79,5.0,8.65
492,618.7,22.5,0.0,3.68,3.79,1.2,2.9,4.8
493,54.65,2.0,0.0,0.33,0.39,0.0,0.2,0.5
494,328.9,5.5,0.0,1.96,1.31,1.0,1.6,3.0
495,259.3,5.2,0.0,1.54,1.16,0.57,1.4,2.25
496,200.85,6.4,0.0,1.2,1.08,0.4,1.0,1.6
497,188.2,4.5,0.0,1.12,0.89,0.4,1.0,1.75
498,214.1,5.5,0.0,1.27,0.93,0.6,1.0,1.75
499,122.25,3.5,0.0,0.73,0.7,0.2,0.6,1.0
500,317.7,7.0,0.0,1.89,1.33,1.0,1.6,2.64
501,309.3,5.25,0.0,1.84,1.19,1.0,1.68,2.56
502,233.3,5.75,0.0,1.39,1.23,0.5,1.0,2.0
503,324.6,6.75,0.0,1.93,1.5,0.8,1.68,2.76
504,209.05,5.0,0.0,1.24,0.95,0.5,1.2,1.76
505,155.2,3.25,0.0,0.92,0.74,0.25,0.75,1.42
506,114.65,2.75,0.0,0.68,0.57,0.25,0.6,1.0
507,138.7,3.0,0.0,0.83,0.66,0.25,0.68,1.2
508,196.05,4.5,0.0,1.17,0.97,0.5,1.0,1.75
509,302.85,6.25,0.0,1.8,1.32,0.95,1.55,2.4
510,315.75,7.0,0.0,1.88,1.38,0.95,1.6,2.5
511,338.25,6.0,0.0,2.01,1.45,0.8,1.9,3.0
512,172.55,4.0,0.0,1.03,0.85,0.4,0.8,1.4
513,259.95,6.75,0.0,1.55,1.41,0.5,1.2,2.2
514,207.5,6.25,0.0,1.24,1.28,0.25,0.75,1.8
