src,dst,distance,length
94109,94107,0.03850706620434123,normal
94109,94118,0.041569969692160695,normal
94109,94110,0.04378106024649546,normal
94109,94129,0.04538702519394673,normal
94109,94131,0.05206291017968725,normal
94109,94127,0.06951536709527836,long
94109,94122,0.0706537030954357,long
94109,94124,0.07141621178922612,long
94109,94134,0.0746215519167426,long
94109,94121,0.07468421181125492,long
94109,94112,0.07596843312111898,long
94109,94116,0.08148635295328788,long
94109,94132,0.09647131334998611,extreme
94110,94110,0.0,short
94110,94114,0.022045089568164332,short
94110,94103,0.023753297305767033,short
94110,94107,0.02704893769839515,short
94110,94131,0.028653759965565198,short
94110,94102,0.030112422868085516,normal
94110,94134,0.030858973585938494,normal
94110,94117,0.03488671862321999,normal
94110,94124,0.034946127147411486,normal
94110,94112,0.040585072073240386,normal
94110,94115,0.042412591150622264,normal
94110,94108,0.042617060818395516,normal
94110,94109,0.04378106024649546,normal
94110,94104,0.04379163845864546,normal
94110,94105,0.04433323050809924,normal
94110,94127,0.04680357070292242,normal
94110,94111,0.051054873672164276,normal
94110,94133,0.05417575358341975,normal
94110,94123,0.05522348719767208,normal
94110,94118,0.0560419800304767,normal
94110,94129,0.06988330300713443,long
94110,94122,0.0709812466425684,long
94110,94116,0.07154311076928574,long
94110,94132,0.07626783928071165,long
94110,94121,0.08492816118258288,long
94111,94111,0.0,short
94111,94104,0.007267126441577417,short
94111,94108,0.011019457105421107,short
94111,94105,0.011272887729818023,short
94111,94133,0.012988095679602038,short
94111,94109,0.022324292366140124,short
94111,94102,0.027396159417802553,short
94111,94103,0.027759501099338387,short
94111,94107,0.03268244117917978,normal
94111,94123,0.036983540871114766,normal
94111,94115,0.03995578732979072,normal
94111,94110,0.051054873672164276,normal
94111,94117,0.05167945064582286,normal
94111,94114,0.05411596873508182,normal
94111,94118,0.06388214198730403,long
94111,94129,0.06690722489392915,long
94111,94131,0.0683529643598147,long
94111,94124,0.06853179395108715,long
94111,94134,0.08034264466372645,long
94111,94127,0.08720823193114784,long
94111,94112,0.08935643232444046,long
94111,94122,0.09260795593537224,extreme
94111,94121,0.0969825103607265,extreme
94111,94116,0.10238516006012198,extreme
94111,94132,0.11562269199653,extreme
94112,94112,0.0,short
94112,94127,0.022132472401270642,short
94112,94131,0.025713861052215743,short
94112,94134,0.030927954337479135,normal
94112,94114,0.03838762781550058,normal
94112,94110,0.040585072073240386,normal
94112,94132,0.04292955159000134,normal
94112,94116,0.04950739427109687,normal
94112,94117,0.05022839589710781,normal
94112,94124,0.05868864499831872,normal
94112,94122,0.059426987924121426,normal
94112,94103,0.06171204746758075,long
94112,94102,0.0637502958366228,long
94112,94118,0.06392095227284487,long
94112,94115,0.06569252585176989,long
94112,94107,0.06743759847713099,long
94112,94109,0.07596843312111898,long
94112,94121,0.07847560095048804,long
94112,94108,0.07945748318055523,long
94112,94129,0.08030683538676164,long
94112,94123,0.08061469564995587,long
94112,94104,0.0822015684809602,long
94112,94105,0.0842036585407072,long
94112,94133,0.08928423981466035,long
94112,94111,0.08935643232444046,long
94114,94114,0.0,short
94114,94131,0.014347666679815,short
94114,94117,0.014672574505168004,short
94114,94110,0.022045089568164332,short
94114,94102,0.026919449636959393,short
94114,94115,0.027873419183800846,short
94114,94103,0.028713393750629583,short
94114,94127,0.03316002244879746,normal
94114,94118,0.03488152504458414,normal
94114,94109,0.03792557802067829,normal
94114,94112,0.03838762781550058,normal
94114,94107,0.042704778679907233,normal
94114,94123,0.04270725522695076,normal
94114,94108,0.04339271803710193,normal
94114,94134,0.04543228035225755,normal
94114,94104,0.0474689541651481,normal
94114,94122,0.049580729234230465,normal
94114,94129,0.04989353003377489,normal
94114,94105,0.05177538446649821,normal
94114,94133,0.05181656533531988,normal
94114,94116,0.05270661118691631,normal
94114,94111,0.05411596873508182,normal
94114,94124,0.056789082564673056,normal
94114,94132,0.062190101569744034,long
94114,94121,0.062892530569024,long
94115,94115,0.0,short
94115,94123,0.014924070264810227,short
94115,94117,0.016234618329297304,short
94115,94109,0.017800150667994716,short
94115,94102,0.019070418283706987,short
94115,94118,0.02408883457543288,short
94115,94114,0.027873419183800846,short
94115,94103,0.029141216594524566,short
94115,94108,0.029673670399034187,short
94115,94129,0.031128490267598785,normal
94115,94133,0.031723494065952665,normal
94115,94104,0.03595827249896206,normal
94115,94111,0.03995578732979072,normal
94115,94131,0.04020146254047793,normal
94115,94110,0.042412591150622264,normal
94115,94105,0.04371757878017306,normal
94115,94107,0.047979451646204825,normal
94115,94122,0.052860646857178416,normal
94115,94127,0.055293442941429065,normal
94115,94121,0.05754792634928231,normal
94115,94116,0.06423330566205186,long
94115,94112,0.06569252585176989,long
94115,94134,0.07139054324360258,long
94115,94124,0.07534240333349723,long
94115,94132,0.08047571734766841,long
94116,94116,0.0,short
94116,94122,0.0183602888276198,short
94116,94132,0.022643222611653312,short
94116,94127,0.028382126222632673,short
94116,94121,0.03619364235423201,normal
94116,94131,0.0429545388860897,normal
94116,94118,0.04513185965622288,normal
94116,94112,0.04950739427109687,normal
94116,94117,0.05071189034400043,normal
94116,94114,0.05270661118691631,normal
94116,94129,0.05659616605782968,normal
94116,94115,0.06423330566205186,long
94116,94110,0.07154311076928574,long
94116,94123,0.0754020685200503,long
94116,94102,0.07573336349903897,long
94116,94134,0.07842110669807498,long
94116,94103,0.08062064885782431,long
94116,94109,0.08148635295328788,long
94116,94108,0.09140295286178367,extreme
94116,94107,0.09535389123752251,extreme
94116,94133,0.09585006103415222,extreme
94116,94104,0.09681063677837208,extreme
94116,94124,0.1018385502625934,extreme
94116,94111,0.10238516006012198,extreme
94116,94105,0.10270086747653401,extreme
94117,94117,0.0,short
94117,94114,0.014672574505168004,short
94117,94115,0.016234618329297304,short
94117,94118,0.021208918274125164,short
94117,94131,0.02452198715177948,short
94117,94102,0.025304924110935073,short
94117,94123,0.030839320455082333,normal
94117,94109,0.031400038167209085,normal
94117,94103,0.0320149710289143,normal
94117,94110,0.03488671862321999,normal
94117,94129,0.03538865289658359,normal
94117,94127,0.03909538916481017,normal
94117,94108,0.04069123376137761,normal
94117,94122,0.04259316978392419,normal
94117,94133,0.045963535368228205,normal
94117,94104,0.04616670829900347,normal
94117,94107,0.04963712803179391,normal
94117,94112,0.05022839589710781,normal
94117,94116,0.05071189034400043,normal
94117,94111,0.05167945064582286,normal
94117,94121,0.05232548498185671,normal
94117,94105,0.05247577003621751,normal
94117,94134,0.06010485332608246,long
94117,94132,0.06509914402595661,long
94117,94124,0.0697717866228306,long
94118,94118,0.0,short
94118,94129,0.01639543817623525,short
94118,94117,0.021208918274125164,short
94118,94115,0.02408883457543288,short
94118,94122,0.030475381425586527,normal
94118,94123,0.031219790588386396,normal
94118,94121,0.03354187276457097,normal
94118,94114,0.03488152504458414,normal
94118,94131,0.0397351588201082,normal
94118,94109,0.041569969692160695,normal
94118,94102,0.04179993149395606,normal
94118,94116,0.04513185965622288,normal
94118,94127,0.04656185646089891,normal
94118,94103,0.05070900841566685,normal
94118,94108,0.05375572909344595,normal
94118,94133,0.05455048278894426,normal
94118,94110,0.0560419800304767,normal
94118,94104,0.06004585147050366,long
94118,94111,0.06388214198730403,long
94118,94112,0.06392095227284487,long
94118,94132,0.0649668285759391,long
94118,94105,0.06771609066984323,long
94118,94107,0.0692732706831828,long
94118,94134,0.0795143597735607,long
94118,94124,0.09096169384677193,extreme
94121,94121,0.0,short
94121,94122,0.019544764025545548,short
94121,94129,0.03331636959413985,normal
94121,94118,0.03354187276457097,normal
94121,94116,0.03619364235423201,normal
94121,94117,0.05232548498185671,normal
94121,94127,0.0565756290258807,normal
94121,94115,0.05754792634928231,normal
94121,94132,0.058531863784268716,normal
94121,94131,0.06109681801544009,long
94121,94123,0.06195439518697229,long
94121,94114,0.062892530569024,long
94121,94109,0.07468421181125492,long
94121,94102,0.07521961153229739,long
94121,94112,0.07847560095048804,long
94121,94103,0.08370730667008902,long
94121,94110,0.08492816118258288,long
94121,94133,0.08679737291473737,long
94121,94108,0.08713291711652467,long
94121,94104,0.09347846042352033,extreme
94121,94111,0.0969825103607265,extreme
94121,94105,0.10124079591825523,extreme
94121,94107,0.10187390461142856,extreme
94121,94134,0.1022642837192465,extreme
94121,94124,0.11938856708130786,extreme
94122,94122,0.0,short
94122,94116,0.0183602888276198,short
94122,94121,0.019544764025545548,short
94122,94118,0.030475381425586527,normal
94122,94127,0.0373556943025943,normal
94122,94129,0.03927244802055856,normal
94122,94132,0.04095063410021067,normal
94122,94117,0.04259316978392419,normal
94122,94131,0.04456598952886117,normal
94122,94114,0.049580729234230465,normal
94122,94115,0.052860646857178416,normal
94122,94112,0.059426987924121426,normal
94122,94123,0.06169147876745883,long
94122,94102,0.06766107340237347,long
94122,94109,0.0706537030954357,long
94122,94110,0.0709812466425684,long
94122,94103,0.07450100276307672,long
94122,94108,0.08193875082736309,long
94122,94133,0.08436794367203185,long
94122,94134,0.08476535155965284,long
94122,94104,0.08788536720779554,long
94122,94107,0.09134899632528322,extreme
94122,94111,0.09260795593537224,extreme
94122,94105,0.09476122822609116,extreme
94122,94124,0.10428921124199453,extreme
94123,94123,0.0,short
94123,94115,0.014924070264810227,short
94123,94109,0.017002724607204953,short
94123,94133,0.025301038504880666,short
94123,94102,0.027127068920703667,short
94123,94108,0.029401195649395678,short
94123,94129,0.03018957456559855,normal
94123,94117,0.030839320455082333,normal
94123,94118,0.031219790588386396,normal
94123,94104,0.03568238284052889,normal
94123,94111,0.036983540871114766,normal
94123,94103,0.03734172244660284,normal
94123,94114,0.04270725522695076,normal
94123,94105,0.04427883992395093,normal
94123,94107,0.054943540643894055,normal
94123,94131,0.05508767600511982,normal
94123,94110,0.05522348719767208,normal
94123,94122,0.06169147876745883,long
94123,94121,0.06195439518697229,long
94123,94127,0.06952845350079243,long
94123,94116,0.0754020685200503,long
94123,94112,0.08061469564995587,long
94123,94134,0.08518383347780276,long
94123,94124,0.08611784639182972,long
94123,94132,0.09332284042494925,extreme
94124,94124,0.0,short
94124,94134,0.029437854954447507,short
94124,94110,0.034946127147411486,normal
94124,94107,0.03587119917000517,normal
94124,94103,0.04916321401881271,normal
94124,94114,0.056789082564673056,normal
94124,94105,0.05795120040580015,normal
94124,94112,0.05868864499831872,normal
94124,94102,0.05902806426506703,normal
94124,94131,0.05994014261514367,normal
94124,94104,0.0624422820290027,long
94124,94108,0.06474531861899095,long
94124,94111,0.06853179395108715,long
94124,94117,0.0697717866228306,long
94124,94109,0.07141621178922612,long
94124,94127,0.0742370560231006,long
94124,94115,0.07534240333349723,long
94124,94133,0.07697843544673848,long
94124,94123,0.08611784639182972,long
94124,94118,0.09096169384677193,extreme
94124,94132,0.10103397853986561,extreme
94124,94116,0.1018385502625934,extreme
94124,94122,0.10428921124199453,extreme
94124,94129,0.10440898540097515,extreme
94124,94121,0.11938856708130786,extreme
94127,94127,0.0,short
94127,94131,0.0194174537291819,short
94127,94112,0.022132472401270642,short
94127,94116,0.028382126222632673,short
94127,94132,0.029681120650635676,short
94127,94114,0.03316002244879746,normal
94127,94122,0.0373556943025943,normal
94127,94117,0.03909538916481017,normal
94127,94118,0.04656185646089891,normal
94127,94110,0.04680357070292242,normal
94127,94134,0.05003898075008698,normal
94127,94115,0.055293442941429065,normal
94127,94121,0.0565756290258807,normal
94127,94102,0.05987063688381849,normal
94127,94103,0.061554312601247316,long
94127,94129,0.0624467931604155,long
94127,94109,0.06951536709527836,long
94127,94123,0.06952845350079243,long
94127,94107,0.07288359642176413,long
94127,94124,0.0742370560231006,long
94127,94108,0.07638514056797537,long
94127,94104,0.08062371014890526,long
94127,94133,0.08392327177180191,long
94127,94105,0.08477113864419467,long
94127,94111,0.08720823193114784,long
94129,94129,0.0,short
94129,94118,0.01639543817623525,short
94129,94123,0.03018957456559855,normal
94129,94115,0.031128490267598785,normal
94129,94121,0.03331636959413985,normal
94129,94117,0.03538865289658359,normal
94129,94122,0.03927244802055856,normal
94129,94109,0.04538702519394673,normal
94129,94114,0.04989353003377489,normal
94129,94102,0.05018908903050286,normal
94129,94133,0.055490288163250814,normal
94129,94131,0.056024562440003735,normal
94129,94116,0.05659616605782968,normal
94129,94108,0.05826931326600571,normal
94129,94103,0.060229233143858044,long
94129,94127,0.0624467931604155,long
94129,94104,0.06471905499576058,long
94129,94111,0.06690722489392915,long
94129,94110,0.06988330300713443,long
94129,94105,0.07309621393616472,long
94129,94132,0.07807043334204564,long
94129,94107,0.07908817961953497,long
94129,94112,0.08030683538676164,long
94129,94134,0.09513488934963252,extreme
94129,94124,0.10440898540097515,extreme
94131,94131,0.0,short
94131,94114,0.014347666679815,short
94131,94127,0.0194174537291819,short
94131,94117,0.02452198715177948,short
94131,94112,0.025713861052215743,short
94131,94110,0.028653759965565198,short
94131,94118,0.0397351588201082,normal
94131,94115,0.04020146254047793,normal
94131,94102,0.041253853708286915,normal
94131,94134,0.041383954435880735,normal
94131,94103,0.04220261628988642,normal
94131,94116,0.0429545388860897,normal
94131,94122,0.04456598952886117,normal
94131,94132,0.04900553310683291,normal
94131,94109,0.05206291017968725,normal
94131,94107,0.05379310341709751,normal
94131,94123,0.05508767600511982,normal
94131,94129,0.056024562440003735,normal
94131,94108,0.057699227850413475,normal
94131,94124,0.05994014261514367,normal
94131,94121,0.06109681801544009,long
94131,94104,0.06160158083862211,long
94131,94105,0.06544435491992197,long
94131,94133,0.066105545303922,long
94131,94111,0.0683529643598147,long
94132,94132,0.0,short
94132,94116,0.022643222611653312,short
94132,94127,0.029681120650635676,short
94132,94122,0.04095063410021067,normal
94132,94112,0.04292955159000134,normal
94132,94131,0.04900553310683291,normal
94132,94121,0.058531863784268716,normal
94132,94114,0.062190101569744034,long
94132,94118,0.0649668285759391,long
94132,94117,0.06509914402595661,long
94132,94134,0.0738559392583954,long
94132,94110,0.07626783928071165,long
94132,94129,0.07807043334204564,long
94132,94115,0.08047571734766841,long
94132,94102,0.08824409825654636,long
94132,94103,0.09085876345278053,extreme
94132,94123,0.09332284042494925,extreme
94132,94109,0.09647131334998611,extreme
94132,94124,0.10103397853986561,extreme
94132,94107,0.1025541533526886,extreme
94132,94108,0.1046540027378482,extreme
94132,94104,0.10931691197041489,extreme
94132,94133,0.11103701030610086,extreme
94132,94105,0.11396440773608045,extreme
94132,94111,0.11562269199653,extreme
94133,94133,0.0,short
94133,94108,0.012310868218406372,short
94133,94111,0.012988095679602038,short
94133,94109,0.014566392474714777,short
94133,94104,0.015444971860771251,short
94133,94105,0.023146978645079693,short
94133,94123,0.025301038504880666,short
94133,94102,0.025563875543947734,short
94133,94103,0.03061654084721861,normal
94133,94115,0.031723494065952665,normal
94133,94107,0.04152483137498151,normal
94133,94117,0.045963535368228205,normal
94133,94114,0.05181656533531988,normal
94133,94110,0.05417575358341975,normal
94133,94118,0.05455048278894426,normal
94133,94129,0.055490288163250814,normal
94133,94131,0.066105545303922,long
94133,94124,0.07697843544673848,long
94133,94127,0.08392327177180191,long
94133,94122,0.08436794367203185,long
94133,94134,0.0847681853253972,long
94133,94121,0.08679737291473737,long
94133,94112,0.08928423981466035,long
94133,94116,0.09585006103415222,extreme
94133,94132,0.11103701030610086,extreme
94134,94134,0.0,short
94134,94124,0.029437854954447507,short
94134,94110,0.030858973585938494,normal
94134,94112,0.030927954337479135,normal
94134,94131,0.041383954435880735,normal
94134,94114,0.04543228035225755,normal
94134,94127,0.05003898075008698,normal
94134,94107,0.05069838385122939,normal
94134,94103,0.054156816797412244,normal
94134,94117,0.06010485332608246,long
94134,94102,0.06095284712555035,long
94134,94115,0.07139054324360258,long
94134,94105,0.0719919597648173,long
94134,94108,0.0729043155324338,long
94134,94104,0.07320770834966812,long
94134,94132,0.0738559392583954,long
94134,94109,0.0746215519167426,long
94134,94116,0.07842110669807498,long
94134,94118,0.0795143597735607,long
94134,94111,0.08034264466372645,long
94134,94122,0.08476535155965284,long
94134,94133,0.0847681853253972,long
94134,94123,0.08518383347780276,long
94134,94129,0.09513488934963252,extreme
94134,94121,0.1022642837192465,extreme
